Customer_ID,Name,City,State,Region,Email,Subscription_Type,Service_Tier,Monthly_Bill,Monthly_Revenue,Bill_Category,Payment_Status,Payment_Risk_Score,Payment_Days_Overdue,Customer_Tenure_Years,Join_Date,Contract_Renewal_Risk,Auto_Pay_Enabled,Paperless_Billing,Total_Tickets,Avg_Resolution_Time,Critical_Escalations,Avg_Satisfaction,FCR_Rate,Avg_Signal_Strength,Service_Health_Score,Churn_Risk,Calculated_Churn_Risk,Customer_Lifetime_Value,LTV_Index,Loyalty_Points,Loyalty_Index,Number_Of_Devices,Device_Adoption_Score,Age_Group,Employment_Status,Revenue_Health,Customer_Segment
1774,Ruben Johnson,Ashleytown,CONNECTICUT,Northwest,kiara81@example.net,America'S Top 120,Premium,73.04,876.48,Low,Overdue,2,1,2.5023956194387407,2023-09-11,Stable,False,False,2.0,11.5,1.0,4.1,1.0,-71.5,86,Medium,Low,8061.15,52,22009,46,1,12,65+,Student,Undermonetized,VIP_Advocates
3915,Alyssa Shaw,Jonathanborough,MONTANA,Northeast,uharrington@example.org,Spanish Premium,Standard,58.89,706.6800000000001,Low,Overdue,2,1,3.871321013004791,2022-04-29,Stable,False,True,1.0,65.0,1.0,2.7,0.0,-65.002471395881,78,Medium,Low,11893.29,78,28483,65,2,25,56-65,Employed,Undermonetized,Growth_Opportunity
9317,Matthew Williamson,Greenhaven,SOUTH CAROLINA,West,dchambers@example.net,America'S Top 120,Premium,217.26,2607.12,High,Pending,30,1,0.47638603696098564,2025-09-20,Stable,False,False,2.0,14.5,2.0,4.05,1.0,-83.5,86,High,Low,3180.28,18,42500,54,7,87,18-25,Student,Premium,VIP_Advocates
9622,Chad Miller,Hillview,CALIFORNIA,Southwest,tbanks@example.org,America'S Top 120,Basic,5391.88,64702.56,High,Overdue,2,1,4.681724845995893,2021-07-07,Stable,False,True,1.0,53.0,1.0,4.1,0.0,-100.0,89,Medium,Low,6491.23,41,38630,83,2,25,36-45,Self-Employed,Premium,VIP_Advocates
3642,William Zimmerman,Roseborough,UTAH,Northwest,allisonmueller@example.org,America'S Top 500,Basic,88.42,1061.04,Medium,Overdue,2,1,2.1656399726214923,2024-01-12,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,9947.12,65,7665,26,4,50,26-35,Student,Undermonetized,Growth_Opportunity
9226,Patricia Aguilar,Samanthaton,NORTH DAKOTA,Northwest,carmen73@example.com,Spanish Premium,Basic,174.59,2095.08,High,Paid,10,1,4.914442162902122,2021-04-13,Stable,True,False,2.0,42.0,2.0,2.25,0.5,-67.0,72,High,Low,7557.41,48,37293,84,1,12,36-45,Retired,Optimal,Standard
5466,Michael Rosales,Lake Erik,ILLINOIS,Northwest,tyler31@example.org,Spanish Premium,Premium,183.48,2201.7599999999998,High,Paid,10,1,0.6735112936344969,2025-07-10,Stable,True,True,2.0,44.5,2.0,2.65,1.0,-50.5,75,Medium,Low,10940.17,72,12444,20,3,37,46-55,Self-Employed,Premium,Growth_Opportunity
6942,Justin Perry,Lake Abigail,TENNESSEE,Southwest,robinsonangela@example.org,Sling Orange,Vip,162.15,1945.8000000000002,High,Pending,30,1,3.7754962354551678,2022-06-03,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,5947.65,37,29917,66,4,50,18-25,Student,Optimal,Standard
6791,Samantha Wheeler,Finleyville,MISSISSIPPI,West,hjackson@example.net,Spanish Premium,Basic,226.63,2719.56,High,Pending,30,1,4.457221081451061,2021-09-27,Stable,False,True,1.0,33.0,1.0,2.9,0.0,-74.0,80,High,Low,1306.64,5,10271,47,8,100,36-45,Retired,Premium,VIP_Advocates
10258,Amanda Thomas,South Lisabury,MISSOURI,Midwest,andrearobinson@example.net,Sling Orange,Basic,203.73,2444.7599999999998,High,Pending,30,1,1.5304585900068446,2024-08-31,Stable,True,False,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,8258.68,53,21793,38,6,75,46-55,Unemployed,Premium,Growth_Opportunity
5558,Michael Carrillo,Amyton,MICHIGAN,South,samantha28@example.org,America'S Top 200,Premium,118.55,1422.6,Medium,Overdue,2,1,0.08213552361396304,2026-02-11,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,5563.88,34,10562,13,6,75,56-65,Self-Employed,Optimal,Standard
7638,Peter Diaz,East Elizabeth,VIRGINIA,Northeast,deannahernandez@example.net,America'S Top 200,Standard,199.75,2397.0,High,Overdue,2,1,4.895277207392197,2021-04-20,Stable,True,False,2.0,41.0,2.0,4.65,0.5,-66.0,91,High,Low,9682.04,63,19063,62,1,12,18-25,Self-Employed,Premium,VIP_Advocates
3393,Caitlin Newton,Port Sheriport,GEORGIA,Southwest,andrea88@example.org,America'S Top 500,Standard,229.73,2756.7599999999998,High,Disputed,50,1,2.0342231348391513,2024-02-29,Expiring Soon,True,True,2.0,50.0,2.0,3.85,0.5,-38.5,84,High,Low,13823.7,91,48875,74,2,25,65+,Retired,Premium,VIP_Advocates
5264,William Cooper,Matthewshire,UTAH,Southwest,efuller@example.com,America'S Top 200,Basic,148.55,1782.6000000000001,Medium,Paid,10,1,2.0506502395619437,2024-02-23,Stable,False,True,2.0,45.5,1.0,4.05,1.0,-69.5,86,Low,Low,10232.86,67,49527,75,7,87,46-55,Unemployed,Optimal,VIP_Advocates
7238,Robert Knox,Jeffersonburgh,KENTUCKY,South,jennifer72@example.net,Sling Orange,Vip,141.52,1698.2400000000002,Medium,Paid,10,1,4.867898699520876,2021-04-30,Stable,True,True,1.0,70.0,0.0,2.1,0.0,-99.0,73,Medium,Low,9214.11,60,28870,73,4,50,56-65,Employed,Optimal,Growth_Opportunity
1834,Joshua Newton,New Robert,TEXAS,Midwest,anthonyholt@example.com,Spanish Premium,Vip,90.5,1086.0,Medium,Paid,10,1,2.6584531143052703,2023-07-16,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,10468.1,68,39572,68,4,50,18-25,Retired,Undermonetized,Growth_Opportunity
5764,Amanda Lynch,Davidmouth,TENNESSEE,Northwest,jerrybailey@example.net,Sling Orange,Standard,233.02,2796.2400000000002,High,Paid,10,1,4.303901437371663,2021-11-22,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,11576.7,76,15538,53,1,12,36-45,Employed,Premium,Growth_Opportunity
5168,James Bean,North Jason,PENNSYLVANIA,Northeast,lestersarah@example.com,America'S Top 120,Vip,103.08,1236.96,Medium,Disputed,50,1,1.6454483230663928,2024-07-20,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,12556.66,83,45778,68,7,87,26-35,Student,Optimal,Growth_Opportunity
8590,Jeanne Frazier,South Michelle,NEBRASKA,West,jessicafrazier@example.com,Sling Orange,Premium,131.13,1573.56,Medium,Paid,10,1,4.3641341546885695,2021-10-31,Stable,False,True,1.0,71.0,1.0,2.2,1.0,-91.0,74,Low,Low,658.08,1,40236,83,5,62,46-55,Unemployed,Optimal,Standard
4692,Alicia Christian,Davisville,LOUISIANA,Northeast,ymorales@example.org,America'S Top 200,Standard,135.17,1622.04,Medium,Paid,10,1,2.8966461327857633,2023-04-20,Stable,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,1932.61,9,39521,70,4,50,56-65,Student,Optimal,Standard
3290,Megan Simmons,West Aaronland,OHIO,Midwest,williamgolden@example.net,America'S Top 200,Basic,197.98,2375.7599999999998,High,Paid,10,1,3.4524298425735798,2022-09-29,Stable,False,False,2.0,35.5,0.0,3.4,0.0,-63.5,81,Low,Low,1246.36,5,44994,81,8,100,65+,Unemployed,Premium,VIP_Advocates
11207,Megan Lynch,Amberfurt,GEORGIA,Northwest,susanerickson@example.org,America'S Top 200,Basic,70.64,847.6800000000001,Low,Pending,30,1,0.11772758384668036,2026-01-29,Stable,True,True,1.0,68.0,0.0,3.9,0.0,-32.0,88,Medium,Low,8331.65,54,25359,31,1,12,46-55,Student,Undermonetized,VIP_Advocates
9320,Andrea Murphy,North Sethmouth,NEW HAMPSHIRE,West,donaldshaw@example.org,Spanish Premium,Premium,110.09,1321.08,Medium,Paid,10,1,1.5222450376454484,2024-09-03,Stable,True,False,1.0,26.0,1.0,1.8,0.0,-30.0,71,Medium,Low,6754.54,43,37978,57,2,25,56-65,Employed,Optimal,Standard
11488,William Lewis Md,Amberburgh,UTAH,West,udavis@example.com,Sling Orange,Basic,122.67,1472.04,Medium,Overdue,2,1,3.323750855578371,2022-11-15,At Risk,True,False,2.0,29.5,0.0,3.0999999999999996,0.5,-49.5,78,High,Low,2048.9,10,23105,54,1,12,18-25,Retired,Optimal,Standard
4160,Tyler Herman,Walshton,MISSISSIPPI,Northeast,sharrison@example.org,America'S Top 500,Premium,131.4,1576.8000000000002,Medium,Paid,10,1,3.5290896646132786,2022-09-01,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,1079.69,3,49401,87,5,62,36-45,Employed,Optimal,Standard
2714,Jenna Jordan,West Aaron,NEVADA,Northwest,johnsanchez@example.com,Spanish Premium,Vip,196.88,2362.56,High,Paid,10,1,2.5872689938398357,2023-08-11,Stable,False,False,1.0,50.0,0.0,4.5,1.0,-46.0,93,High,Low,10344.79,67,16014,39,4,50,46-55,Retired,Premium,VIP_Advocates
8056,Nicole Harvey,Smithborough,MICHIGAN,Midwest,gatesjohnny@example.net,America'S Top 120,Standard,224.89,2698.68,High,Overdue,2,1,1.0924024640657084,2025-02-07,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,14364.85,95,13079,24,3,37,18-25,Unemployed,Premium,Growth_Opportunity
10728,Kevin Kaiser,Adamsside,LOUISIANA,Midwest,zachary47@example.org,America'S Top 250,Basic,199.57,2394.84,High,Disputed,50,1,4.714579055441479,2021-06-25,Stable,True,True,1.0,38.0,1.0,1.1,0.0,-43.0,65,High,Medium,1575.35,7,3071,41,6,75,56-65,Student,Premium,Standard
4091,Jimmy Adkins,South Jenniferberg,ILLINOIS,West,anthonycurtis@example.org,America'S Top 500,Premium,168.43,2021.16,High,Disputed,50,1,0.03559206023271732,2026-02-28,Stable,True,True,1.0,13.0,0.0,3.5,0.0,-68.0,85,High,Low,14797.3,98,22940,27,1,12,56-65,Employed,Optimal,VIP_Advocates
5848,Tammy Holland,Port Patriciaside,WYOMING,West,wrobinson@example.com,Sling Blue,Vip,110.21,1322.52,Medium,Overdue,2,1,2.537987679671458,2023-08-29,Stable,True,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,12536.23,83,17708,41,8,100,36-45,Student,Optimal,Growth_Opportunity
4212,Taylor Gilbert,Robertburgh,VERMONT,Northeast,usmith@example.net,Spanish Premium,Basic,232.63,2791.56,High,Overdue,2,1,1.7987679671457906,2024-05-25,Stable,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,509.65,0,1519,16,4,50,18-25,Student,Premium,Standard
8761,Christopher James,Oliverbury,KENTUCKY,Midwest,richardsjudy@example.com,America'S Top 500,Premium,191.91,2302.92,High,Pending,30,1,4.7501711156741955,2021-06-12,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,8187.76,53,49070,96,8,100,18-25,Retired,Premium,Growth_Opportunity
7895,Mark Sherman,Lake Theresaton,PENNSYLVANIA,Northeast,kyle34@example.net,America'S Top 200,Basic,57.01,684.12,Low,Pending,30,1,0.0,2026-03-13,Stable,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,11796.14,77,21413,25,4,50,65+,Self-Employed,Undermonetized,Growth_Opportunity
5910,Michael Miller,Kennethfurt,RHODE ISLAND,West,poliver@example.com,America'S Top 250,Basic,169.51,2034.12,High,Overdue,2,1,3.060917180013689,2023-02-19,Stable,True,False,1.0,25.0,1.0,1.4,0.0,-44.0,68,Medium,Medium,3784.69,22,35977,67,8,100,36-45,Self-Employed,Optimal,Standard
11938,Theodore Miller,North Kelly,KANSAS,Northeast,zmiller@example.org,Sling Orange,Basic,59.27,711.24,Low,Disputed,50,1,1.8480492813141685,2024-05-07,Stable,False,True,2.0,13.0,1.0,2.4,0.5,-59.0,73,Low,Low,14722.21,98,43498,66,6,75,56-65,Self-Employed,Undermonetized,Growth_Opportunity
5924,Katherine Bell,Ronniefurt,MONTANA,West,raymondsoto@example.com,America'S Top 200,Premium,62.7,752.4000000000001,Low,Pending,30,1,4.183436002737851,2022-01-05,Stable,True,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,11196.67,73,41896,83,4,50,36-45,Self-Employed,Undermonetized,Growth_Opportunity
5774,Rebecca Jordan,Austinside,NEW JERSEY,Midwest,yallison@example.com,Sling Blue,Vip,6191.0,74292.0,High,Paid,10,1,2.316221765913758,2023-11-18,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,2509.52,13,7209,27,1,12,36-45,Employed,Premium,Standard
12753,Sally Miller,North Kent,OREGON,South,brownrobert@example.com,Spanish Premium,Vip,231.79,2781.48,High,Paid,10,1,2.4640657084188913,2023-09-25,Expiring Soon,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,1267.69,5,3804,24,1,12,46-55,Unemployed,Premium,Standard
12811,Michael Love,East Shirley,SOUTH CAROLINA,Northwest,carl34@example.net,Spanish Premium,Vip,174.03,2088.36,High,Overdue,2,1,2.8281998631074607,2023-05-15,Stable,True,True,2.0,39.5,0.0,3.3499999999999996,1.0,-64.5,80,High,Low,8352.53,54,13364,38,8,100,18-25,Unemployed,Optimal,VIP_Advocates
8121,Anthony Smith,Dominguezland,OREGON,West,potterjustin@example.com,Spanish Premium,Vip,59.18,710.16,Low,Overdue,2,1,4.999315537303217,2021-03-13,Stable,True,True,2.0,37.0,2.0,1.6,0.5,-84.5,66,Medium,Medium,13265.53,88,4289,45,1,12,65+,Unemployed,Undermonetized,Growth_Opportunity
9438,Karen Whitehead,Mcmillantown,MASSACHUSETTS,Southwest,wmendoza@example.net,Sling Orange,Basic,176.87,2122.44,High,Paid,10,1,2.737850787132101,2023-06-17,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,5211.01,32,32075,60,7,87,26-35,Retired,Optimal,Standard
9899,John Armstrong,New Olivia,ALASKA,Southwest,sean13@example.net,Spanish Premium,Standard,141.11,1693.3200000000002,Medium,Overdue,2,1,2.3408624229979464,2023-11-09,Stable,True,False,1.0,16.0,0.0,3.0,0.0,-35.0,81,High,Low,14887.34,99,16698,38,8,100,65+,Student,Optimal,VIP_Advocates
8092,Frank Villanueva,Jaredfort,GEORGIA,Midwest,larrypatrick@example.com,America'S Top 200,Premium,179.97,2159.64,High,Paid,10,1,3.915126625598905,2022-04-13,Stable,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,3436.63,20,3042,34,4,50,18-25,Retired,Optimal,Standard
11933,Paul Perez,Krystalview,SOUTH CAROLINA,Midwest,mccannchelsea@example.net,Sling Orange,Vip,211.18,2534.16,High,Paid,10,1,0.9965776865160849,2025-03-14,Expiring Soon,False,True,1.0,3.0,1.0,3.0,0.0,-40.0,81,Medium,Low,12253.34,81,46646,63,6,75,26-35,Employed,Premium,VIP_Advocates
10927,Maria Garcia,North Andrealand,NEW YORK,Northeast,gsmith@example.com,America'S Top 500,Basic,100.22,1202.6399999999999,Medium,Paid,10,1,3.381245722108145,2022-10-25,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,3822.65,22,37337,71,3,37,65+,Employed,Optimal,Standard
4593,Stacey Casey,Brownberg,OHIO,Northwest,marisahill@example.net,America'S Top 120,Standard,223.74,2684.88,High,Disputed,50,1,0.9418206707734429,2025-04-03,Stable,True,True,5.0,42.2,2.0,3.1,0.4,-69.4,69,Medium,Medium,3932.94,23,46478,63,4,50,65+,Unemployed,Premium,Standard
2084,Bryan Jones,Port Michelletown,MISSISSIPPI,South,padilladawn@example.org,America'S Top 200,Vip,215.94,2591.2799999999997,High,Disputed,50,1,4.892539356605065,2021-04-21,Stable,True,True,1.0,41.0,0.0,1.2,1.0,-82.0,66,High,Medium,8816.55,57,22173,65,7,87,56-65,Employed,Premium,Growth_Opportunity
6688,Isaac Hooper,Hillburgh,RHODE ISLAND,South,bonniegarcia@example.net,America'S Top 250,Vip,108.08,1296.96,Medium,Overdue,2,1,0.03559206023271732,2026-02-28,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,10008.45,65,46278,55,3,37,56-65,Unemployed,Optimal,Growth_Opportunity
12430,Anthony Miller,Wilkinsmouth,TEXAS,Northeast,andrea31@example.org,Sling Blue,Standard,98.76,1185.1200000000001,Medium,Pending,30,1,3.4989733059548254,2022-09-12,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,10599.29,69,34754,69,4,50,56-65,Self-Employed,Undermonetized,Growth_Opportunity
3229,Tracy Brown,North Marymouth,RHODE ISLAND,South,matthewsjason@example.org,Sling Blue,Vip,121.2,1454.4,Medium,Pending,30,1,0.06570841889117043,2026-02-17,Stable,False,True,1.0,13.0,0.0,2.5,1.0,-60.0,77,High,Low,13018.24,86,38907,47,6,75,65+,Employed,Optimal,Growth_Opportunity
6868,Monica Heath,Port Paulside,CONNECTICUT,South,alvarezjoshua@example.org,America'S Top 500,Standard,140.77,1689.2400000000002,Medium,Pending,30,1,4.654346338124572,2021-07-17,Stable,False,True,1.0,43.0,0.0,2.5,0.0,-76.0,77,Medium,Low,3350.9,19,5815,44,1,12,36-45,Unemployed,Optimal,Standard
5657,Sean Gonzalez,Williamsburgh,PENNSYLVANIA,South,jbarber@example.com,America'S Top 500,Vip,144.34,1732.08,Medium,Pending,30,1,1.3032169746748803,2024-11-22,At Risk,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,14091.15,93,15396,28,1,12,36-45,Student,Optimal,Growth_Opportunity
10761,Deanna Hughes,Robertfurt,IOWA,Midwest,victoria02@example.com,America'S Top 500,Basic,170.62,2047.44,High,Paid,10,1,0.2683093771389459,2025-12-05,Stable,False,False,1.0,55.0,0.0,2.1,0.0,-30.0,73,High,Low,10670.16,70,4797,7,6,75,56-65,Unemployed,Optimal,Growth_Opportunity
6375,Katherine Collins,Lake Steven,NEW MEXICO,West,xhale@example.net,Sling Blue,Basic,249.97,2999.64,High,Paid,10,1,3.1704312114989732,2023-01-10,Expiring Soon,False,True,2.0,41.5,1.0,2.6999999999999997,1.0,-45.0,75,Medium,Low,7369.54,47,14823,43,8,100,18-25,Employed,Premium,Standard
2525,David Smith,Duncanport,NEW HAMPSHIRE,Midwest,brandonclark@example.net,America'S Top 250,Basic,99.53,1194.3600000000001,Medium,Pending,30,1,2.269678302532512,2023-12-05,At Risk,True,False,2.0,34.0,1.0,2.8,0.0,-75.5,76,Low,Low,12543.79,83,27541,51,5,62,46-55,Employed,Undermonetized,Growth_Opportunity
11623,Amanda Simpson,Lewisborough,KANSAS,Northwest,xhubbard@example.net,Spanish Premium,Standard,159.37,1912.44,High,Disputed,50,1,2.5817932922655715,2023-08-13,Stable,True,False,1.0,69.0,0.0,2.3,1.0,-72.0,75,Medium,Low,9350.35,61,45659,75,2,25,18-25,Unemployed,Optimal,Growth_Opportunity
5740,Jeanette Ramirez,Millertown,SOUTH CAROLINA,Midwest,jessicawatson@example.org,America'S Top 200,Premium,165.13,1981.56,High,Overdue,2,1,4.243668720054757,2021-12-14,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,10050.07,65,12773,49,6,75,46-55,Student,Optimal,Growth_Opportunity
2074,April Shields,Martinburgh,MICHIGAN,South,dsilva@example.com,America'S Top 500,Standard,201.21,2414.52,High,Overdue,2,1,4.9253935660506505,2021-04-09,Stable,False,False,2.0,51.5,1.0,4.4,0.0,-81.5,89,High,Low,4085.85,24,25569,70,7,87,46-55,Unemployed,Premium,VIP_Advocates
6602,Miss Cindy Pacheco Dvm,Lake Jamie,LOUISIANA,Midwest,shannon07@example.org,America'S Top 200,Standard,148.55,1782.6000000000001,Medium,Disputed,50,1,3.0061601642710474,2023-03-11,Expiring Soon,True,False,1.0,28.0,1.0,4.6,1.0,-46.0,93,High,Low,7496.17,48,37313,68,5,62,65+,Retired,Optimal,VIP_Advocates
7740,Samantha Charles,Kristinaland,ALASKA,South,susan73@example.org,Sling Orange,Premium,175.51,2106.12,High,Disputed,50,1,3.02258726899384,2023-03-05,Stable,True,False,1.0,65.0,0.0,2.9,0.0,-51.0,80,Low,Low,1914.89,9,27238,56,2,25,56-65,Self-Employed,Optimal,VIP_Advocates
3989,Patrick Johnson,Hughesport,WEST VIRGINIA,Northeast,iedwards@example.org,Sling Blue,Standard,96.23,1154.76,Medium,Pending,30,1,1.158110882956879,2025-01-14,Stable,False,False,1.0,34.0,1.0,2.1,1.0,-78.0,73,High,Low,1419.77,6,28064,42,6,75,65+,Unemployed,Undermonetized,Standard
9399,Aaron Harvey,North Jessica,MAINE,Northwest,cynthia92@example.com,America'S Top 120,Premium,203.45,2441.3999999999996,High,Pending,30,1,1.1854893908281998,2025-01-04,Stable,False,False,1.0,63.0,1.0,2.8,1.0,-64.0,79,Low,Low,5049.3,31,44551,62,5,62,18-25,Retired,Premium,Standard
11706,Alexandra Hoffman,East Rachel,GEORGIA,South,jessicarosario@example.com,Sling Blue,Basic,71.86,862.3199999999999,Low,Paid,10,1,2.6365503080082138,2023-07-24,Stable,False,False,1.0,25.0,0.0,3.4,0.0,-65.002471395881,84,High,Low,3264.02,19,33782,61,8,100,26-35,Unemployed,Undermonetized,VIP_Advocates
5884,Erik Coleman,Lake Jerryfort,NEW YORK,Midwest,carrollemily@example.net,Sling Orange,Premium,143.77,1725.2400000000002,Medium,Pending,30,1,1.7631759069130732,2024-06-07,Stable,True,False,1.0,2.0,1.0,3.4,1.0,-64.0,84,Medium,Low,849.69,2,36849,58,2,25,26-35,Student,Optimal,VIP_Advocates
3481,Robert Lewis,New Carolfort,KANSAS,South,karen23@example.com,Sling Orange,Basic,87.89,1054.68,Medium,Pending,30,1,3.4414784394250515,2022-10-03,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,10546.45,69,12424,42,3,37,18-25,Unemployed,Undermonetized,Growth_Opportunity
3913,Thomas Hall,Velasquezland,RHODE ISLAND,Southwest,nspears@example.org,Spanish Premium,Basic,103.49,1241.8799999999999,Medium,Overdue,2,1,3.9425051334702257,2022-04-03,At Risk,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,10730.38,70,35544,74,1,12,36-45,Retired,Optimal,Growth_Opportunity
9687,Darrell Weiss,South Marissa,ILLINOIS,Northwest,robertstewart@example.com,Sling Blue,Basic,116.98,1403.76,Medium,Pending,30,1,3.4469541409993156,2022-10-01,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,11868.94,78,38703,74,7,87,36-45,Employed,Optimal,Growth_Opportunity
8401,Margaret Moses,New Danielton,ALASKA,South,brenda15@example.com,America'S Top 200,Standard,131.44,1577.28,Medium,Disputed,50,1,3.753593429158111,2022-06-11,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,14574.92,97,3248,33,8,100,18-25,Student,Optimal,Growth_Opportunity
1683,Tyler Newton,Carriechester,COLORADO,Midwest,carlospugh@example.net,America'S Top 200,Basic,55.41,664.92,Low,Disputed,50,1,2.3134839151266258,2023-11-19,Stable,True,True,1.0,43.0,1.0,1.4,1.0,-55.0,68,Medium,Medium,1623.44,7,34175,59,3,37,26-35,Employed,Undermonetized,Standard
4735,Dr. Katherine Alvarez,Port Thomas,MARYLAND,Midwest,crystaljames@example.com,Spanish Premium,Vip,60.31,723.72,Low,Paid,10,1,4.405201916495551,2021-10-16,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,13523.07,89,40310,83,4,50,56-65,Unemployed,Undermonetized,Growth_Opportunity
4850,Kent West,Pamelamouth,COLORADO,Southwest,taylorkevin@example.com,America'S Top 120,Standard,142.6,1711.1999999999998,Medium,Overdue,2,1,1.6317590691307324,2024-07-25,Stable,True,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,13832.8,91,40533,61,5,62,56-65,Retired,Optimal,Growth_Opportunity
6406,Dana Nguyen,West Carloshaven,MISSISSIPPI,Midwest,lovedavid@example.com,America'S Top 200,Basic,227.99,2735.88,High,Paid,10,1,3.676933607118412,2022-07-09,At Risk,False,False,2.0,23.5,1.0,3.95,0.5,-55.0012356979405,85,High,Low,11368.2,74,4807,35,4,50,26-35,Unemployed,Premium,VIP_Advocates
4199,Aaron Edwards,Kaylaborough,IOWA,South,emartin@example.net,America'S Top 250,Vip,198.05,2376.6000000000004,High,Overdue,2,1,0.487337440109514,2025-09-16,Stable,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,8989.58,58,9891,15,5,62,56-65,Unemployed,Premium,Growth_Opportunity
7900,Toni Joseph,Kristinafurt,MAINE,West,kaylee36@example.org,America'S Top 500,Standard,80.63,967.56,Medium,Overdue,2,1,1.3360711841204653,2024-11-10,Stable,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,8643.75,56,35991,53,4,50,56-65,Retired,Undermonetized,Growth_Opportunity
2477,Terry West,Webbtown,WASHINGTON,South,sarahgarcia@example.net,Sling Blue,Premium,189.38,2272.56,High,Pending,30,1,3.8548939082819986,2022-05-05,Stable,False,True,1.0,34.0,1.0,4.7,0.0,-60.0,94,Low,Low,10410.33,68,42453,81,2,25,26-35,Self-Employed,Premium,VIP_Advocates
7034,Elizabeth Andrews,Garzaborough,MASSACHUSETTS,Midwest,kwest@example.com,Spanish Premium,Basic,106.08,1272.96,Medium,Paid,10,1,1.2758384668035592,2024-12-02,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,10369.2,68,6625,18,2,25,36-45,Unemployed,Optimal,Growth_Opportunity
4499,Jonathan Fowler,Bakertown,FLORIDA,West,toddrichard@example.org,America'S Top 120,Vip,235.96,2831.52,High,Pending,30,1,2.921286789869952,2023-04-11,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,4134.75,25,39489,70,4,50,18-25,Retired,Premium,Standard
8576,Jonathan Reynolds,West Gabriellashire,NEW HAMPSHIRE,Northeast,heatherjones@example.org,America'S Top 250,Basic,247.77,2973.2400000000002,High,Overdue,2,1,1.0595482546201231,2025-02-19,Stable,True,True,1.0,16.0,0.0,3.2,1.0,-62.0,82,Low,Low,9536.14,62,3851,13,6,75,65+,Student,Premium,VIP_Advocates
1432,Courtney Skinner,New Amandaburgh,VIRGINIA,Northwest,browntonya@example.net,America'S Top 120,Premium,63.01,756.12,Low,Pending,30,1,3.1759069130732374,2023-01-08,Stable,True,True,1.0,18.0,0.0,2.8,0.0,-48.0,79,Low,Low,5600.01,35,34211,66,7,87,65+,Self-Employed,Undermonetized,Standard
5279,Patricia Johnson,East Amy,SOUTH DAKOTA,South,donhensley@example.org,America'S Top 500,Vip,236.26,2835.12,High,Pending,30,1,4.7091033538672145,2021-06-27,Stable,False,True,1.0,44.0,0.0,1.7,1.0,-85.0,70,Low,Low,8170.83,52,5107,43,8,100,46-55,Self-Employed,Premium,Growth_Opportunity
5462,Cassidy Sanders,West Tinaside,NEW HAMPSHIRE,Midwest,robin10@example.net,America'S Top 200,Vip,181.02,2172.2400000000002,High,Pending,30,1,2.4640657084188913,2023-09-25,Stable,False,False,1.0,60.0,1.0,4.6,1.0,-54.0,93,High,Low,7716.91,49,31216,57,5,62,36-45,Student,Premium,VIP_Advocates
